sku,producto,handle,estado_producto,diametro,anchura,pcd,et,buje,peso,peso_unidad,unidades_por_juego,acabado,carga,estado_datos,campos_ausentes,datos_anomalos,n_metafields
OYL260416131,Juego de 4 llantas 20 pulgadas Mercedes-Benz – OYL260416131,oyl260416131-20-mercedes-benz,DRAFT,20,8.5,5x112,36,66.5,52,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416132,Juego de 4 llantas 20 pulgadas Mercedes-Benz – OYL260416132,oyl260416132-20-mercedes-benz,DRAFT,20,9.5,5x112,43,66.5,52,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416133,Juego de 4 llantas 21 pulgadas Mercedes-Benz – OYL260416133,oyl260416133-21-mercedes-benz,DRAFT,21,9.0,5x112,34,66.5,56,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416134,Juego de 4 llantas 21 pulgadas Mercedes-Benz – OYL260416134,oyl260416134-21-mercedes-benz,DRAFT,21,10.0,5x112,48,66.5,56,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416135,Juego de 4 llantas 19 pulgadas Mercedes-Benz – OYL260416135,oyl260416135-19-mercedes-benz,DRAFT,19,8.5,5x112,36,66.5,48,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416136,Juego de 4 llantas 19 pulgadas Mercedes-Benz – OYL260416136,oyl260416136-19-mercedes-benz,DRAFT,19,9.5,5x112,43,66.5,48,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416137,Juego de 4 llantas 20 pulgadas Mercedes-Benz – OYL260416137,oyl260416137-20-mercedes-benz,DRAFT,20,8.5,5x112,36,66.5,52,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416138,Juego de 4 llantas 20 pulgadas Mercedes-Benz – OYL260416138,oyl260416138-20-mercedes-benz,DRAFT,20,9.5,5x112,45,66.5,52,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416139,Juego de 4 llantas 20 pulgadas Mercedes-Benz – OYL260416139,oyl260416139-20-mercedes-benz,DRAFT,20,8.5,5x112,36,66.5,52,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416140,Juego de 4 llantas 20 pulgadas Mercedes-Benz – OYL260416140,oyl260416140-20-mercedes-benz,DRAFT,20,9.5,5x112,45,66.5,52,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416141,Juego de 4 llantas 21 pulgadas Mercedes-Benz – OYL260416141,oyl260416141-21-mercedes-benz,DRAFT,21,10.0,5x112,45,66.5,56,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416142,Juego de 4 llantas 21 pulgadas Mercedes-Benz – OYL260416142,oyl260416142-21-mercedes-benz,DRAFT,21,11.0,5x112,42,66.5,56,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416143,Juego de 4 llantas 22 pulgadas Mercedes-Benz – OYL260416143,oyl260416143-22-mercedes-benz,DRAFT,22,9.5,5x112,45,66.5,60,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416144,Juego de 4 llantas 22 pulgadas Mercedes-Benz – OYL260416144,oyl260416144-22-mercedes-benz,DRAFT,22,11.5,5x112,47,66.5,60,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416145,Juego de 4 llantas 22 pulgadas Mercedes-Benz – OYL260416145,oyl260416145-22-mercedes-benz,DRAFT,22,9.5,5x112,45,66.5,60,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416146,Juego de 4 llantas 19 pulgadas Mercedes-Benz – OYL260416146,oyl260416146-19-mercedes-benz,DRAFT,19,8.5,5x112,36,66.5,48,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416147,Juego de 4 llantas 19 pulgadas Mercedes-Benz – OYL260416147,oyl260416147-19-mercedes-benz,DRAFT,19,9.5,5x112,43,66.5,48,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416148,Juego de 4 llantas 20 pulgadas Mercedes-Benz – OYL260416148,oyl260416148-20-mercedes-benz,DRAFT,20,8.5,5x112,36,66.5,52,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416149,Juego de 4 llantas 20 pulgadas Mercedes-Benz – OYL260416149,oyl260416149-20-mercedes-benz,DRAFT,20,9.5,5x112,43,66.5,52,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416150,Juego de 4 llantas 20 pulgadas Mercedes-Benz – OYL260416150,oyl260416150-20-mercedes-benz,DRAFT,20,8.5,5x112,36,66.5,52,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416151,Juego de 4 llantas 19 pulgadas Mercedes-Benz – OYL260416151,oyl260416151-19-mercedes-benz,DRAFT,19,8.5,5x112,36,66.5,48,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416152,Juego de 4 llantas 19 pulgadas Mercedes-Benz – OYL260416152,oyl260416152-19-mercedes-benz,DRAFT,19,9.5,5x112,43,66.5,48,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416153,Juego de 4 llantas 20 pulgadas Mercedes-Benz – OYL260416153,oyl260416153-20-mercedes-benz,DRAFT,20,8.5,5x112,36,66.5,52,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416154,Juego de 4 llantas 20 pulgadas Mercedes-Benz – OYL260416154,oyl260416154-20-mercedes-benz,DRAFT,20,9.5,5x112,43,66.5,52,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416155,Juego de 4 llantas 20 pulgadas BMW – OYL260416155,oyl260416155-20-bmw,DRAFT,20,10.5,5x112,40,66.5,52,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416156,Juego de 4 llantas 20 pulgadas BMW – OYL260416156,oyl260416156-20-bmw,DRAFT,20,10.5,5x120,40,74.1,52,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416157,Juego de 4 llantas 19 pulgadas BMW – OYL260416157,oyl260416157-19-bmw,DRAFT,19,8.5,5x112,30,66.5,48,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416158,Juego de 4 llantas 19 pulgadas BMW – OYL260416158,oyl260416158-19-bmw,DRAFT,19,9.5,5x112,35,66.5,48,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416159,Juego de 4 llantas 19 pulgadas BMW – OYL260416159,oyl260416159-19-bmw,DRAFT,19,8.5,5x120,30,72.6,48,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416160,Juego de 4 llantas 19 pulgadas BMW – OYL260416160,oyl260416160-19-bmw,DRAFT,19,9.5,5x120,35,72.6,48,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416161,Juego de 4 llantas 20 pulgadas BMW – OYL260416161,oyl260416161-20-bmw,DRAFT,20,8.5,5x112,25,66.5,52,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416162,Juego de 4 llantas 20 pulgadas BMW – OYL260416162,oyl260416162-20-bmw,DRAFT,20,8.5,5x120,25,72.6,52,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416163,Juego de 4 llantas 20 pulgadas BMW – OYL260416163,oyl260416163-20-bmw,DRAFT,20,9.5,5x120,35,72.6,52,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416164,Juego de 4 llantas 20 pulgadas BMW – OYL260416164,oyl260416164-20-bmw,DRAFT,20,9.5,5x112,40,66.5,52,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416165,Juego de 4 llantas 20 pulgadas BMW – OYL260416165,oyl260416165-20-bmw,DRAFT,20,8.5,5x120,25,72.6,52,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416166,Juego de 4 llantas 20 pulgadas BMW – OYL260416166,oyl260416166-20-bmw,DRAFT,20,9.5,5x120,40,72.6,52,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416167,Juego de 4 llantas 21 pulgadas BMW – OYL260416167,oyl260416167-21-bmw,DRAFT,21,9.0,5x112,24,66.5,56,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416168,Juego de 4 llantas 21 pulgadas BMW – OYL260416168,oyl260416168-21-bmw,DRAFT,21,10.5,5x112,44,66.5,56,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416169,Juego de 4 llantas 21 pulgadas BMW – OYL260416169,oyl260416169-21-bmw,DRAFT,21,9.0,5x120,24,72.6,56,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416170,Juego de 4 llantas 21 pulgadas BMW – OYL260416170,oyl260416170-21-bmw,DRAFT,21,10.5,5x120,44,72.6,56,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416171,Juego de 4 llantas 19 pulgadas BMW – OYL260416171,oyl260416171-19-bmw,DRAFT,19,8.0,5x120,25,72.56,48,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416172,Juego de 4 llantas 19 pulgadas BMW – OYL260416172,oyl260416172-19-bmw,DRAFT,19,9.0,5x112,35,66.5,48,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416173,Juego de 4 llantas 19 pulgadas BMW – OYL260416173,oyl260416173-19-bmw,DRAFT,19,8.0,5x120,25,72.56,48,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416174,Juego de 4 llantas 18 pulgadas Volkswagen – OYL260416174,oyl260416174-18-volkswagen,DRAFT,18,8.0,5x112,35,57.1,44,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416175,Juego de 4 llantas 18 pulgadas Volkswagen – OYL260416175,oyl260416175-18-volkswagen,DRAFT,18,8.0,5x112,35,57.1,44,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416176,Juego de 4 llantas 19 pulgadas Volkswagen – OYL260416176,oyl260416176-19-volkswagen,DRAFT,19,8.0,5x112,38,57.1,48,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416177,Juego de 4 llantas 19 pulgadas Volkswagen – OYL260416177,oyl260416177-19-volkswagen,DRAFT,19,8.0,5x112,38,57.1,48,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416178,Juego de 4 llantas 17 pulgadas Volkswagen – OYL260416178,oyl260416178-17-volkswagen,DRAFT,17,7.5,5x100,35,57.1,40,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416179,Juego de 4 llantas 18 pulgadas Volkswagen – OYL260416179,oyl260416179-18-volkswagen,DRAFT,18,8.0,5x112,35,57.1,44,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416180,Juego de 4 llantas 19 pulgadas Mercedes-Benz – OYL260416180,oyl260416180-19-mercedes-benz,DRAFT,19,8.5,5x112,36,66.5,48,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416181,Juego de 4 llantas 19 pulgadas Mercedes-Benz – OYL260416181,oyl260416181-19-mercedes-benz,DRAFT,19,9.5,5x112,42,66.5,48,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416182,Juego de 4 llantas 20 pulgadas Mercedes-Benz – OYL260416182,oyl260416182-20-mercedes-benz,DRAFT,20,8.5,5x112,36,66.5,52,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416183,Juego de 4 llantas 20 pulgadas Mercedes-Benz – OYL260416183,oyl260416183-20-mercedes-benz,DRAFT,20,9.5,5x112,42,66.5,52,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416184,Juego de 4 llantas 19 pulgadas BMW – OYL260416184,oyl260416184-19-bmw,DRAFT,19,9.5,5x112,35,66.5,48,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416185,Juego de 4 llantas 19 pulgadas BMW – OYL260416185,oyl260416185-19-bmw,DRAFT,19,9.5,5x120,35,72.6,48,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416186,Juego de 4 llantas 20 pulgadas BMW – OYL260416186,oyl260416186-20-bmw,DRAFT,20,9.5,5x112,40,66.5,52,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416187,Juego de 4 llantas 20 pulgadas BMW – OYL260416187,oyl260416187-20-bmw,DRAFT,20,8.5,5x120,25,72.6,52,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416188,Juego de 4 llantas 17 pulgadas Audi – OYL260416188,oyl260416188-17-audi,DRAFT,17,7.5,5x112,35,66.45,40,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416189,Juego de 4 llantas 18 pulgadas Audi – OYL260416189,oyl260416189-18-audi,DRAFT,18,8.0,5x112,35,66.45,44,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416190,Juego de 4 llantas 19 pulgadas Audi – OYL260416190,oyl260416190-19-audi,DRAFT,19,8.5,5x112,35,66.45,48,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416191,Juego de 4 llantas 21 pulgadas Audi – OYL260416191,oyl260416191-21-audi,DRAFT,21,9.0,5x112,25,66.45,56,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416192,Juego de 4 llantas 20 pulgadas Audi – OYL260416192,oyl260416192-20-audi,DRAFT,20,9.0,5x112,30,66.45,52,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416193,Juego de 4 llantas 22 pulgadas Audi – OYL260416193,oyl260416193-22-audi,DRAFT,22,10.0,5x112,20,66.5,60,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416194,Juego de 4 llantas 19 pulgadas Mercedes-Benz – OYL260416194,oyl260416194-19-mercedes-benz,DRAFT,19,8.5,5x112,36,66.5,48,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416195,Juego de 4 llantas 20 pulgadas Mercedes-Benz – OYL260416195,oyl260416195-20-mercedes-benz,DRAFT,20,8.5,5x112,36,66.5,52,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416196,Juego de 4 llantas 21 pulgadas Mercedes-Benz – OYL260416196,oyl260416196-21-mercedes-benz,DRAFT,21,9.0,5x112,34,66.5,56,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416197,Juego de 4 llantas 21 pulgadas Mercedes-Benz – OYL260416197,oyl260416197-21-mercedes-benz,DRAFT,21,10.0,5x112,48,66.5,56,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416198,Juego de 4 llantas 18 pulgadas Mercedes-Benz – OYL260416198,oyl260416198-18-mercedes-benz,DRAFT,18,8.0,5x112,36,66.5,44,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416199,Juego de 4 llantas 19 pulgadas Mercedes-Benz – OYL260416199,oyl260416199-19-mercedes-benz,DRAFT,19,8.5,5x112,36,66.5,48,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416200,Juego de 4 llantas 19 pulgadas Mercedes-Benz – OYL260416200,oyl260416200-19-mercedes-benz,DRAFT,19,9.5,5x112,45,66.5,48,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416201,Juego de 4 llantas 19 pulgadas BMW – OYL260416201,oyl260416201-19-bmw,DRAFT,19,8.0,5x112,30,66.5,48,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416202,Juego de 4 llantas 19 pulgadas BMW – OYL260416202,oyl260416202-19-bmw,DRAFT,19,9.0,5x120,35,72.5,48,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416203,Juego de 4 llantas 20 pulgadas BMW – OYL260416203,oyl260416203-20-bmw,DRAFT,20,8.5,5x112,30,66.5,52,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416204,Juego de 4 llantas 20 pulgadas BMW – OYL260416204,oyl260416204-20-bmw,DRAFT,20,9.5,5x112,35,66.5,52,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416205,Juego de 4 llantas 20 pulgadas BMW – OYL260416205,oyl260416205-20-bmw,DRAFT,20,8.5,5x112,30,66.5,52,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416206,Juego de 4 llantas 20 pulgadas BMW – OYL260416206,oyl260416206-20-bmw,DRAFT,20,9.5,5x112,35,66.5,52,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416207,Juego de 4 llantas 20 pulgadas BMW – OYL260416207,oyl260416207-20-bmw,DRAFT,20,8.5,5x120,30,72.56,52,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416208,Juego de 4 llantas 20 pulgadas BMW – OYL260416208,oyl260416208-20-bmw,DRAFT,20,9.5,5x120,35,72.56,52,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416209,Juego de 4 llantas 19 pulgadas Audi – OYL260416209,oyl260416209-19-audi,DRAFT,19,8.5,5x112,35,66.45,48,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416210,Juego de 4 llantas 19 pulgadas Vehículos europeos – OYL260416210,oyl260416210-19-vehiculos-europeos,DRAFT,19,8.5,5x114.3,35,73.1,48,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416211,Juego de 4 llantas 21 pulgadas BMW – OYL260416211,oyl260416211-21-bmw,DRAFT,21,10.5,5x112,43,66.5,56,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416212,Juego de 4 llantas 22 pulgadas BMW – OYL260416212,oyl260416212-22-bmw,DRAFT,22,9.5,5x112,37,66.5,60,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416213,Juego de 4 llantas 22 pulgadas BMW – OYL260416213,oyl260416213-22-bmw,DRAFT,22,10.5,5x112,43,66.5,60,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416214,Juego de 4 llantas 22 pulgadas BMW – OYL260416214,oyl260416214-22-bmw,DRAFT,22,9.5,5x120,37,74.1,60,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416215,Juego de 4 llantas 18 pulgadas Mercedes-Benz – OYL260416215,oyl260416215-18-mercedes-benz,DRAFT,18,8.0,5x112,36,66.5,44,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416216,Juego de 4 llantas 18 pulgadas Mercedes-Benz – OYL260416216,oyl260416216-18-mercedes-benz,DRAFT,18,9.0,5x112,43,66.5,44,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416217,Juego de 4 llantas 19 pulgadas Mercedes-Benz – OYL260416217,oyl260416217-19-mercedes-benz,DRAFT,19,8.5,5x112,36,66.5,48,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416218,Juego de 4 llantas 19 pulgadas Mercedes-Benz – OYL260416218,oyl260416218-19-mercedes-benz,DRAFT,19,9.5,5x112,43,66.5,48,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416219,Juego de 4 llantas 20 pulgadas Mercedes-Benz – OYL260416219,oyl260416219-20-mercedes-benz,DRAFT,20,8.5,5x112,36,66.5,52,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416220,Juego de 4 llantas 20 pulgadas Mercedes-Benz – OYL260416220,oyl260416220-20-mercedes-benz,DRAFT,20,9.5,5x112,43,66.5,52,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416221,Juego de 4 llantas 21 pulgadas Mercedes-Benz – OYL260416221,oyl260416221-21-mercedes-benz,DRAFT,21,10.0,5x112,48,66.5,56,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416222,Juego de 4 llantas 20 pulgadas Mercedes-Benz – OYL260416222,oyl260416222-20-mercedes-benz,DRAFT,20,8.5,5x112,36,66.5,52,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416223,Juego de 4 llantas 20 pulgadas Mercedes-Benz – OYL260416223,oyl260416223-20-mercedes-benz,DRAFT,20,9.5,5x112,43,66.5,52,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416224,Juego de 4 llantas 19 pulgadas BMW – OYL260416224,oyl260416224-19-bmw,DRAFT,19,8.0,5x112,30,66.5,48,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416225,Juego de 4 llantas 19 pulgadas BMW – OYL260416225,oyl260416225-19-bmw,DRAFT,19,9.0,5x112,44,66.5,48,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416226,Juego de 4 llantas 19 pulgadas BMW – OYL260416226,oyl260416226-19-bmw,DRAFT,19,8.0,5x120,30,72.6,48,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416227,Juego de 4 llantas 19 pulgadas BMW – OYL260416227,oyl260416227-19-bmw,DRAFT,19,9.0,5x120,44,72.6,48,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416228,Juego de 4 llantas 20 pulgadas BMW – OYL260416228,oyl260416228-20-bmw,DRAFT,20,9.0,5x112,35,66.5,52,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416229,Juego de 4 llantas 20 pulgadas BMW – OYL260416229,oyl260416229-20-bmw,DRAFT,20,10.5,5x112,40,66.5,52,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416230,Juego de 4 llantas 20 pulgadas BMW – OYL260416230,oyl260416230-20-bmw,DRAFT,20,9.0,5x120,35,74.1,52,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416231,Juego de 4 llantas 22 pulgadas BMW – OYL260416231,oyl260416231-22-bmw,DRAFT,22,9.5,5x112,37,66.5,60,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416232,Juego de 4 llantas 22 pulgadas BMW – OYL260416232,oyl260416232-22-bmw,DRAFT,22,10.5,5x112,43,66.5,60,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416233,Juego de 4 llantas 22 pulgadas BMW – OYL260416233,oyl260416233-22-bmw,DRAFT,22,9.5,5x120,37,74.1,60,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416234,Juego de 4 llantas 22 pulgadas BMW – OYL260416234,oyl260416234-22-bmw,DRAFT,22,10.5,5x120,43,74.1,60,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416235,Juego de 4 llantas 18 pulgadas BMW – OYL260416235,oyl260416235-18-bmw,DRAFT,18,8.5,5x120,30,72.56,44,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416236,Juego de 4 llantas 18 pulgadas BMW – OYL260416236,oyl260416236-18-bmw,DRAFT,18,8.5,5x112,30,66.5,44,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416237,Juego de 4 llantas 19 pulgadas BMW – OYL260416237,oyl260416237-19-bmw,DRAFT,19,8.5,5x120,25,72.56,48,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416238,Juego de 4 llantas 19 pulgadas BMW – OYL260416238,oyl260416238-19-bmw,DRAFT,19,9.5,5x120,35,72.56,48,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416239,Juego de 4 llantas 19 pulgadas BMW – OYL260416239,oyl260416239-19-bmw,DRAFT,19,8.5,5x112,30,66.5,48,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416240,Juego de 4 llantas 19 pulgadas BMW – OYL260416240,oyl260416240-19-bmw,DRAFT,19,9.5,5x112,35,66.5,48,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416241,Juego de 4 llantas 19 pulgadas BMW – OYL260416241,oyl260416241-19-bmw,DRAFT,19,9.5,5x112,35,66.5,48,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416242,Juego de 4 llantas 20 pulgadas BMW – OYL260416242,oyl260416242-20-bmw,DRAFT,20,9.5,5x120,35,72.56,52,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416243,Juego de 4 llantas 20 pulgadas BMW – OYL260416243,oyl260416243-20-bmw,DRAFT,20,8.5,5x112,30,66.5,52,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416244,Juego de 4 llantas 18 pulgadas Mercedes-Benz – OYL260416244,oyl260416244-18-mercedes-benz,DRAFT,18,8.0,5x112,40,66.5,44,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416245,Juego de 4 llantas 18 pulgadas Mercedes-Benz – OYL260416245,oyl260416245-18-mercedes-benz,DRAFT,18,8.0,5x114.3,38,73.1,44,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416246,Juego de 4 llantas 18 pulgadas Mercedes-Benz – OYL260416246,oyl260416246-18-mercedes-benz,DRAFT,18,8.0,5x114.3,38,73.1,44,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416247,Juego de 4 llantas 22 pulgadas BMW – OYL260416247,oyl260416247-22-bmw,DRAFT,22,10.5,5x112,38,66.5,60,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416248,Juego de 4 llantas 22 pulgadas BMW – OYL260416248,oyl260416248-22-bmw,DRAFT,22,10.5,5x120,38,74.1,60,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416249,Juego de 4 llantas 19 pulgadas Mercedes-Benz – OYL260416249,oyl260416249-19-mercedes-benz,DRAFT,19,8.5,5x112,36,66.5,48,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416250,Juego de 4 llantas 19 pulgadas Mercedes-Benz – OYL260416250,oyl260416250-19-mercedes-benz,DRAFT,19,9.5,5x112,45,66.5,48,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416251,Juego de 4 llantas 20 pulgadas Mercedes-Benz – OYL260416251,oyl260416251-20-mercedes-benz,DRAFT,20,8.5,5x112,36,66.5,52,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416252,Juego de 4 llantas 20 pulgadas Mercedes-Benz – OYL260416252,oyl260416252-20-mercedes-benz,DRAFT,20,9.5,5x112,43,66.5,52,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416253,Juego de 4 llantas 17 pulgadas BMW – OYL260416253,oyl260416253-17-bmw,DRAFT,17,8.0,5x120,25,72.6,40,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416254,Juego de 4 llantas 17 pulgadas BMW – OYL260416254,oyl260416254-17-bmw,DRAFT,17,8.0,5x120,25,72.6,40,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416255,Juego de 4 llantas 18 pulgadas BMW – OYL260416255,oyl260416255-18-bmw,DRAFT,18,8.0,5x112,30,66.5,44,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416256,Juego de 4 llantas 18 pulgadas BMW – OYL260416256,oyl260416256-18-bmw,DRAFT,18,9.0,5x112,35,66.5,44,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416257,Juego de 4 llantas 18 pulgadas BMW – OYL260416257,oyl260416257-18-bmw,DRAFT,18,8.5,5x112,30,66.56,44,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416258,Juego de 4 llantas 19 pulgadas Audi – OYL260416258,oyl260416258-19-audi,DRAFT,19,8.5,5x112,35,66.45,48,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416259,Juego de 4 llantas 22 pulgadas Audi – OYL260416259,oyl260416259-22-audi,DRAFT,22,10.0,5x112,25,66.45,60,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416260,Juego de 4 llantas 19 pulgadas Audi – OYL260416260,oyl260416260-19-audi,DRAFT,19,8.5,5x112,35,66.5,48,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
OYL260416261,Juego de 4 llantas 19 pulgadas Audi – OYL260416261,oyl260416261-19-audi,DRAFT,19,8.5,5x112,35,66.5,48,KILOGRAMS,4 (por defecto del tema),,,completo,,,5
